Address,LP Amount
0x92b8f9fe69d7a0ff316de2fbeadd1a5c29f774ec,832600274341368320
0xb0c06e6c5a47358ba2bede40aa750e307e50859d,39443294315226800128
0x1fa93cae01311fbfcbac882c7a689859eb785dae,777703552956222976
0xae1b058185a4ccbb5bbf2be8124039e4ba8f907f,8711954143111944339456
0xfeefa6a1b81344723f7863e00890a3186751394a,667910110185932672
0x0370348585515800f51072f13471c5c5a67fa07a,393426503260206976
0xbd87fdad3cec221ebb4bf11f4ead250331752e17,35948203053705887744
0x489d55df278224a05f793098d41753d5669d5144,1518809291655682560
0xb16187b31fd260385ff405721796d4cd84739e55,9149453564190860
0xbca50151397b790c7d1cf5c66e8889a08b086612,578629742306558279680
0x8d4b2b5e38694c2d7a2763244a3c593af932c3be,793047186583371120640
0xd6991901cc0fbd1ba5470edf8f545a0db7e59ccb,94971327996301115392
0x9bacec26542a3652a131aff8ae10bd0787cfed1a,146043577791614500864
0xc8c5152d2747b77eb52ef96ea9a3e770b583d586,6935285801656671232
0xa4b676d48bece74cd241bb487e55682e85d023a9,146391257027053760
0x306f6465c5ddf502a5bb31e3b340ad30f7ee0c77,24346695934311874560
0x6735646dba76763695be5395bf2f4245046db44c,76288143818223370240
0x9332764dbf57f6cb4dcf7757fed2f5517e2227b7,23623889102740799488
0x5d6836f641fffe6a86799b51a4bded07148760ca,363224157044812939264
0x12b594f4987c1978b3c4e2a018bf561846d1962c,4336840989426467328
0xf89684bccdca539cd09f26e8cf4c396b7c6fb39a,3925115579037878784
0x4714da5ae7c92d4bf99ca19f5aa7755a1bd0e42f,1546257652348255232
0xca54fa35a5b545c1564f9373255e29d30192f6e7,439173771081161216
0x44fa1b7b7acc00f6c81539a8fe255794edf7c03c,8124714765001484288
0x8198701ef72cff6f137100827d5761e1e057c1ab,199000615021151191040
0xc70be833d2df49add0943d38cf064e974faf2ff0,23477497845713747968
0x6d39986be91769b86818d5c470562b4eb00f37f4,182989071283817184
0xcfa7acf8b959b0e370a68492876a09c34ed58428,6917746299174118227968
0xa766094e9bf0afc1bb5208ec9a81a782663d797a,64046174949336024
0x8a3154b26c925fa8b2d61fc0b94747079acc5691,638604410419829407744
0x13db10eb80547a9c221fecddbf11558f9ad45a46,41758106066967076864
0x8b46cadc9aa88224f167711d333134a1f769f918,8637084164596170752
0xfeff18971b0e49f503586980218c835dca346b8f,42645603062693593088
0x48e656faa91f50b8539b679db48feb10b5529d87,320230874746680064
0x466719a736a82041ab7a15bf564b498d1a52e181,9670972417349738496
0x3c69f27ffa0c9fc426a664d1aa51200ab52b6f17,9149453564190860
0xe2e3fce1b7712c0faba08e72990b5094c666ef5c,1171157504577122598912
0x52dfdf369f6b4fde187a9d54561cab8f9574c0d3,237162985837391249408
0xd9f3d4bb742af9feb8be2f629572e6baf09cc5cf,6276525145034929152
0x6a4f6697c6f42c2b52e39560a664892045a89af1,236623168077104021504
0xa3ff8b3ec606ae0c00676ec682d6afdc7d708312,9149453564190860
0xb9cb4d9484e0d78ae52deb37c5e38988b70bd9c1,2699088801436303360
0xe319450100afa5d5e3cf7da20390fd473a328b56,978991531368422016
0x4dd1b9f770ea4b115e31f32c88fbebb92461a3df,137241803462862880
0x620bd9e7648ff5cc94f7f0840b9874652d7df811,19625577895189393408
0x617616dd22233b07d426dfc946f017b6128d2aaa,137241803462862880
0x08f2184e570899b33591c6e78c07cd20a76fe1fc,24566282819852460032
0x9cdf1cd87b904e3d1991a4cdc734c0b807412834,137241803462862880
0x22a4bdef92a469a29ac9387f1a28c6ea5aa52ddb,8701130339545507840
0xc80321a70f3aa6c82cf2c9c8af2d46666bc4846d,8234508207771773952
0x99a4094b34586c24902f4ce5e181053bb2923ffb,146391257027053760
0x7cf38d0f09f89016955881336893250230cffd65,146391257027053760
0xac4e179feb07548ddcfbd347c8dfa332c2a4ceb6,1216877324037384448
0x7f7f1c49ce26004e926035abc498c514251d0615,304585309151913705472
0x0da683cacdbaeb70d7b2592e460a8daecd9ba8c1,550714759482211958784
0x126a54ec38e6cc4175f7587262d8129009339d56,17731641007401885696
0xd2b1d4ede6fe2f1e0a27bc70117ac08282294841,69279662388053188608
0x81d5813c8f90641b2ec51f74efc2c60a05978b7e,534858756455469285376
0x17b1d9a1a8f0363e04bccdf2839cb107b2297774,48830633672086609920
0x089e6d8721a5fa330ff5dd63033b940fa1ddd637,768554099392032128
0x9f012b153929ecc244c156c09f22f72569315fd9,68126831238965141504
0x2e60fde232979d6dd223845f916962382a80e4e5,484921038902115520
0x450d917214101a4e3f5af7ac0eb1425afa20791a,33752334198300082176
0x029b63e8ad652e4e4e2efe80da2279c26325716b,1573706013040827904
0xf6882d198c8292dd204e48444c775a037aed8436,28171167524143656960
0x5a27c4016a1ccbcfb55a24de25a33220eb45245f,9350741542603059200
0xf329e1b7ea617eb1a4b09ad3cd5ad51a121a42f3,1085756505008965156864
0x015ac234b727105a840ec363ef92be33228b23ce,18646586363820969984
0xd6ca190274db3cb7a0b20afb3b089d98eeaa8248,521518853158878976
0x26bff40cdd8db07e9a5341fcdbac29926beefa71,2964422954797838848
0x1fc7ba83e89bb974fe2d249dfa115a868dc864e5,6633353834038373376
0xbc272fb3a57ef682a9236cf76e639dfe90a66750,54649686138911997952
0x3f4af6e9952b8cf65fa1e7a061d10fa01ee8b0d6,9149453564190860
0xe7908ddffe945b547a07cf9d61b08f8a9edb09b5,20686914508635533312
0x7c5eaca13133c55643922b9746d5c6e6c9e5f862,71411485068509650944
0x671813687ef1c4f0dcccd6940880b0cb790364ad,269844833968681025536
0x6c36f5dfb952c7eaf251733a3572e5042fcf2b4c,2357960574749011607552
0x1ee284babbcedc1d2aaf72e5caa049b2ac37aee2,14291446467266121728
0x19daa43e03c02bc7eb3918a2283138428731e4a1,30870256325579964416
0x425e07eabe1e9367158a76f9ffb6a71757f519bb,301117666251085381632
0x5af8e967b04ac4525677777d5856d1c6723923c0,713657378006887040
0x9ea5b2817a7fc47ce87576c19de9b01e8949bbcc,5141992903075262464
0xf1bb85b4d326bd8743d3fc1feb440f16dd784cbd,1015589345625185536
0xe00b841251b8d8f0f78ab5ccd541f3773b8389db,81119055300116152320
0x88c5f23cb1b9f4c8bc1f6c565c346cca606f4449,9149453564190860
0xc31ca0dfc4537d4c214c3ae94a14442d50729401,772213880817708433408
0x9548f8046724b3a807df7bbc9e84fbbf59b8b7ef,192138524848008032
0x8a6ab47b1b794275c9e4d931e1f096de117d775c,10412078156049199104
0xce7912a19a4660caef1b2031769bf2d265f65c0a,91494535641908592
0x21376916d9dacb5550aa55c32d4265fd2fa1ba25,3202308747466800640
0x99e8799914fe0cafcdb9e852832ada956e14db39,1303440304208194043904
0x64cde0eb1341ef0b5495672e34f041417c6a4adb,777703552956222976
0xc98b157d288543eb2f43cd0b6f94aa44c4d6391b,67651059653627207680
0xe92a405afa5f6a1b55f87f4bff1dd03bfcb144c3,8206995800904251211776
0x96a84808e1a9a093ff16dd9550ab48f60cab5a7c,559123107307703500800
0x08d3215dcb15a79bd2280993a2191eadc34ab950,227071138556088778752
0x6cb3981d8f8696780525c872e24f6c552adc376f,8133864218565675008
0xe0492083497504d81b5d58b7831b995ffcf8d9f6,3431045086571572224
0x7440444510048eed16041357ddb1f527a41448c6,365978142567634368
0x35767be1d10c9bb896afb537527c5ee35b64f63e,21638457679311380480
0x6f8e021a86a99c8d1f74ca32dc0a74cd2da76473,310157326372505976832
0x6c2693f5a936f37ed03cfa8465bf2d8beff19a0f,70020768126752645120
0x0d208306adccda6e3ef6ea36cf2d956161defbd5,1189428963344811776
0xe630b779f6b194af081883cc304b1b44b19246c8,6825492358886381568
0xf07add5ce0f6ac0db4105b34f74b899fead6274c,154433626709977497600
0xa5ae0a84d79217aa9e0a61fe1983ae1fe3419d1d,5105395088818499584
0xd31f6bcad59e7f4d6f00bcc9c786981d7b10abfb,854156386938601865216
0xfccae3bbc7d90e6b1f3108132db393d9c8cb9697,50340293510178111488
0x8b2bab117721c370032b27ca290acf282edd6ac8,103782251778616934400
0xaed8810b3f7367d63a6d6fd86dfb1878552d9d07,1782972314961001054208
0xcfad910be062b15c30fc307f31f70b220d0a5d2a,115923576658298191872
0x84a2d4423428108aaf0a112121e6ecc14bd07944,9149453564190860
